,location,total_sqft,bath,price,bhk,encoded_loc
2116,Kanakpura Road,1482.0,3,60.98,3,119
2117,Gunjur,1190.0,2,40.0,2,78
2118,Kereguddadahalli,1000.0,2,30.0,2,129
2119,Jigani,923.0,2,50.0,2,105
2120,Yeshwanthpur,1000.0,2,32.0,2,220
2121,Battarahalli,1276.0,2,45.0,2,37
2122,Others,1460.0,3,70.0,3,168
2123,Ramamurthy Nagar,1200.0,2,48.0,2,181
2124,7th Phase JP Nagar,2200.0,4,105.0,3,6
2125,NGR Layout,1020.0,2,45.0,2,156
2126,Others,1037.0,2,36.28,2,168
2127,Whitefield,1345.0,2,57.0,3,215
2128,Kodichikkanahalli,1070.0,2,43.0,2,130
2129,Yeshwanthpur,1385.0,2,76.18,3,220
2130,Varthur,1140.0,2,55.5,2,207
2131,Marathahalli,1075.0,2,52.43,2,150
2132,AECS Layout,1045.0,2,36.58,2,9
2133,Others,1545.0,3,85.0,3,168
2134,BEML Layout,2000.0,2,85.0,3,21
2135,Others,780.0,2,35.0,2,168
2136,Others,1350.0,2,41.0,2,168
2137,Haralur Road,1464.0,3,56.0,3,82
2138,Kanakpura Road,1570.0,3,64.5,3,119
2139,Dasanapura,708.0,1,28.32,1,59
2140,Bellandur,1310.0,2,72.0,2,40
2141,BTM Layout,3300.0,6,165.0,6,23
2142,Electronics City Phase 1,1175.0,2,57.0,2,70
2143,Haralur Road,1194.0,2,46.0,2,82
2144,8th Phase JP Nagar,1080.0,2,35.0,2,7
2145,Whitefield,1200.0,2,45.0,2,215
2146,Bommasandra Industrial Area,1320.0,2,38.13,3,48
2147,Sector 2 HSR Layout,1146.0,2,55.0,2,188
2148,Sahakara Nagar,1048.0,2,50.0,2,183
2149,Begur,1445.0,2,47.1,3,38
2150,Kaval Byrasandra,1185.0,2,49.0,2,125
2151,Others,1150.0,2,49.0,2,168
2152,Pai Layout,1075.0,2,35.0,2,170
2153,Banashankari,1600.0,2,63.98,2,27
2154,Akshaya Nagar,1280.0,2,60.0,2,11
2155,Rachenahalli,1113.0,2,55.0,2,177
2156,Horamavu Banaswadi,1272.0,2,48.0,2,91
2157,Kereguddadahalli,1240.0,3,41.0,3,129
2158,Ambalipura,896.0,2,30.13,2,12
2159,BTM 2nd Stage,1200.0,2,35.0,2,22
2160,Ramamurthy Nagar,3600.0,3,150.0,3,181
2161,Others,1096.0,2,48.0,2,168
2162,Others,1094.0,2,44.0,2,168
2163,Others,1100.0,2,49.0,2,168
2164,Iblur Village,4350.0,5,191.0,4,100
2165,Nagarbhavi,1145.0,2,40.0,2,158
2166,Rachenahalli,1550.0,3,74.5,3,177
2167,Seegehalli,1830.0,4,82.0,3,189
2168,Hoodi,1746.0,3,84.95,3,89
2169,Kengeri,918.0,2,27.54,2,127
2170,Banashankari Stage III,1305.0,2,60.0,3,29
2171,Thigalarapalya,1207.0,2,62.0,2,201
2172,Kaggalipura,950.0,2,50.0,2,111
2173,Electronic City,1070.0,2,55.0,2,68
2174,Ardendale,1732.46,3,92.0,3,18
2175,Sarjapur  Road,985.0,2,49.0,2,186
2176,Whitefield,1440.0,2,64.0,3,215
2177,Ramagondanahalli,1253.0,2,52.66,2,180
2178,Others,1086.0,2,47.5,2,168
2179,Sarjapur  Road,1418.0,2,78.0,2,186
2180,Begur Road,1410.0,2,52.17,3,39
2181,Others,1440.0,3,65.8,3,168
2182,Begur Road,1410.0,2,50.06,3,39
2183,Electronic City,1060.0,2,58.0,2,68
2184,Whitefield,1200.0,2,45.0,2,215
2185,Sarjapur,1917.0,3,60.0,4,185
2186,KR Puram,950.0,2,40.0,2,107
2187,BTM 2nd Stage,1250.0,3,50.0,3,22
2188,Vishwapriya Layout,1235.0,2,60.0,2,213
2189,Bannerghatta Road,1400.0,3,68.0,3,35
2190,Others,1225.0,3,60.0,3,168
2191,Marathahalli,1220.0,2,58.5,2,150
2192,Battarahalli,1880.0,3,94.36,3,37
2193,Others,1550.0,2,60.0,3,168
2194,Others,1650.0,3,75.0,3,168
2195,Others,1113.0,2,46.0,2,168
2196,Sarjapur  Road,1586.0,3,70.0,3,186
2197,Yelahanka New Town,1541.0,3,80.0,3,218
2198,Kodigehalli,1200.0,2,48.0,2,132
2199,Others,1800.0,2,72.0,3,168
2200,Bommasandra,1015.0,2,40.0,2,47
2201,Raja Rajeshwari Nagar,1120.0,2,37.95,2,178
2202,Kanakpura Road,1900.0,3,99.0,3,119
2203,Seegehalli,3000.0,5,150.0,4,189
2204,Bisuvanahalli,1075.0,2,42.0,3,45
2205,Akshaya Nagar,1200.0,2,50.0,2,11
2206,Hormavu,1150.0,2,53.11,2,92
2207,Uttarahalli,1360.0,2,61.2,3,206
2208,Others,935.0,2,32.73,2,168
2209,Sarjapur  Road,1260.0,2,53.0,2,186
2210,Marathahalli,950.0,2,45.68,2,150
2211,Others,2500.0,5,120.0,5,168
2212,Budigere,1991.0,4,88.0,3,50
2213,Sarjapur  Road,1115.0,2,60.0,2,186
2214,Whitefield,1109.0,2,41.49,2,215
2215,9th Phase JP Nagar,1005.0,2,43.0,2,8
2216,Kengeri,416.0,1,19.5,1,127
2217,Harlur,2138.0,3,110.0,3,83
2218,Others,1140.0,2,52.0,2,168
2219,Others,1050.0,2,40.0,2,168
2220,Thanisandra,1100.0,2,48.0,2,200
2221,Yelahanka,1326.0,2,57.0,2,217
2222,Hebbal Kempapura,1654.0,2,85.0,3,85
2223,Chikkalasandra,1070.0,2,42.8,2,56
2224,Kogilu,1140.0,2,50.66,2,133
2225,Kanakapura,945.0,2,47.0,2,118
2226,Electronic City,1025.0,2,54.1,2,68
2227,Others,1758.0,3,95.0,3,168
2228,Kalyan nagar,1800.0,3,85.0,3,114
2229,Raja Rajeshwari Nagar,1608.0,2,85.0,2,178
2230,Kadugodi,1645.0,2,82.0,3,109
2231,Ramamurthy Nagar,1410.0,2,56.4,3,181
2232,Harlur,1200.0,2,52.0,2,83
2233,8th Phase JP Nagar,1275.0,2,41.5,3,7
2234,Others,909.0,2,40.0,3,168
2235,Others,1200.0,2,34.0,2,168
2236,Akshaya Nagar,1092.0,2,60.0,2,11
2237,Bellandur,924.0,2,35.11,2,40
2238,Margondanahalli,1360.0,2,45.0,4,151
2239,Gottigere,1235.0,2,63.0,2,75
2240,Anandapura,900.0,2,48.0,2,14
2241,Whitefield,1215.0,2,62.0,2,215
2242,Bisuvanahalli,845.0,2,37.0,2,45
2243,Others,1000.0,2,48.0,2,168
2244,Kasavanhalli,2100.0,3,110.0,3,122
2245,Kodichikkanahalli,1620.0,2,85.0,3,130
2246,Others,1095.0,2,38.52,2,168
2247,9th Phase JP Nagar,835.0,2,37.0,2,8
2248,Hennur Road,2182.0,3,72.04,3,88
2249,BTM 2nd Stage,1070.0,2,48.0,2,22
2250,Electronics City Phase 1,919.0,2,28.0,2,70
2251,Sarjapur  Road,1346.0,2,71.32,2,186
2252,Electronic City Phase II,1070.0,2,45.0,2,69
2253,Begur Road,1225.0,2,35.52,2,39
2254,Neeladri Nagar,640.0,1,20.5,1,163
2255,Chikkalasandra,1310.0,2,52.4,3,56
2256,Kanakapura,1190.0,2,39.0,2,118
2257,Others,1645.0,3,87.5,3,168
2258,Vittasandra,1404.0,2,68.8,2,214
2259,Electronic City,1105.0,2,35.0,3,68
2260,Kanakpura Road,900.0,2,41.0,2,119
2261,Dodda Nekkundi,1100.0,2,41.15,2,62
2262,Thanisandra,2100.0,4,95.0,4,200
2263,Singasandra,1464.0,3,56.0,3,192
2264,Raja Rajeshwari Nagar,1210.0,2,45.0,2,178
2265,Yelahanka,4000.0,5,220.0,5,217
2266,Others,1252.0,2,55.0,2,168
2267,Others,2600.0,3,140.0,3,168
2268,Others,2107.0,4,95.0,4,168
2269,Marathahalli,1735.0,3,72.0,3,150
2270,Sarjapur  Road,915.0,2,37.0,2,186
2271,Others,1450.0,3,68.0,3,168
2272,Others,2431.0,3,100.0,3,168
2273,Marathahalli,1600.0,3,88.0,2,150
2274,Hoodi,1257.0,2,69.0,2,89
2275,Raja Rajeshwari Nagar,1240.0,2,53.27,2,178
2276,Hulimavu,1255.0,2,66.0,2,97
2277,Ananth Nagar,870.0,2,36.0,2,15
2278,Tumkur Road,1789.0,3,98.0,3,204
2279,Others,1155.0,2,56.0,2,168
2280,R.T. Nagar,1235.0,2,65.0,2,176
2281,Yelahanka,2675.0,4,140.0,4,217
2282,CV Raman Nagar,1025.0,2,50.0,2,51
2283,Raja Rajeshwari Nagar,1395.0,2,72.0,3,178
2284,Rachenahalli,1530.0,2,74.4,3,177
2285,Choodasandra,1220.0,3,56.0,3,57
2286,Jigani,1408.0,2,55.0,3,105
2287,Bisuvanahalli,1180.0,2,60.0,3,45
2288,Sarjapur  Road,715.0,1,29.0,1,186
2289,Kaggadasapura,1035.0,2,45.5,2,110
2290,Kanakpura Road,1100.0,3,52.97,3,119
2291,Others,1450.0,2,62.63,2,168
2292,Gottigere,1385.0,3,64.0,3,75
2293,Anekal,1200.0,2,36.1,2,16
2294,Sarjapur  Road,1043.0,2,39.5,2,186
2295,Varthur,1140.0,2,39.9,2,207
2296,Kadugodi,1100.0,2,45.0,2,109
2297,Others,1365.0,3,60.0,2,168
2298,Begur Road,1565.0,2,59.76,3,39
2299,Kudlu,1143.0,2,55.0,2,138
2300,Electronic City,1000.0,2,41.0,2,68
2301,Gottigere,1000.0,2,35.0,2,75
2302,Kengeri Satellite Town,818.0,2,26.0,2,128
2303,Sarjapur  Road,1145.0,2,62.0,2,186
2304,Somasundara Palya,1575.0,3,68.0,3,193
2305,Bannerghatta Road,9000.0,4,390.0,3,35
2306,Thanisandra,1200.0,2,46.0,2,200
2307,Yelahanka,1500.0,2,63.0,3,217
2308,Ramamurthy Nagar,2560.0,4,75.0,4,181
2309,Kothanur,1583.0,3,76.1,3,137
2310,Kanakpura Road,700.0,2,34.98,2,119
2311,Bannerghatta Road,950.0,2,38.0,2,35
2312,Banashankari,1041.0,2,36.44,2,27
2313,Anjanapura,1070.0,2,37.0,2,17
2314,Raja Rajeshwari Nagar,1165.0,2,45.0,2,178
2315,Bommasandra,1000.0,2,35.0,2,47
2316,Horamavu Agara,1169.0,2,64.0,2,90
2317,Others,1550.0,3,75.0,3,168
2318,Kaval Byrasandra,997.0,2,53.0,2,125
2319,Gunjur,1457.0,2,60.0,2,78
2320,Raja Rajeshwari Nagar,1288.0,2,70.0,3,178
2321,Thanisandra,1430.0,2,54.11,3,200
2322,Doddathoguru,750.0,1,25.5,1,65
2323,Electronic City,1500.0,2,78.0,3,68
2324,Ambalipura,1230.0,2,66.25,2,12
2325,Kanakpura Road,1110.0,2,43.0,2,119
2326,Akshaya Nagar,1690.0,3,85.0,3,11
2327,Electronic City,1213.0,2,59.32,2,68
2328,Kengeri,900.0,2,45.0,2,127
2329,Bhoganhalli,3059.5,2,111.0,4,42
2330,Uttarahalli,661.0,1,36.0,1,206
2331,Kengeri Satellite Town,1030.0,2,50.0,2,128
2332,Choodasandra,1220.0,3,56.0,3,57
2333,Marathahalli,1530.0,3,73.5,3,150
2334,Others,2000.0,3,85.0,3,168
2335,Others,1100.0,2,45.0,2,168
2336,Hennur Road,1480.0,2,65.0,2,88
2337,Electronics City Phase 1,580.0,1,27.0,1,70
2338,Choodasandra,1197.0,2,63.0,2,57
2339,Electronic City Phase II,1310.0,2,37.83,3,69
2340,Pattandur Agrahara,1302.0,2,66.0,2,173
2341,Others,1100.0,2,44.0,2,168
2342,Others,830.0,2,37.0,2,168
2343,Others,435.0,1,19.5,1,168
2344,Electronic City Phase II,1140.0,2,33.06,2,69
2345,Kasavanhalli,1090.0,2,59.8,2,122
2346,Mysore Road,883.0,2,40.95,2,155
2347,8th Phase JP Nagar,1062.0,2,42.47,2,7
2348,Babusapalaya,1358.0,2,43.1,3,24
2349,Sarjapur  Road,1190.0,2,50.0,2,186
2350,Bommanahalli,2305.0,2,87.72,3,46
2351,Electronic City,1310.0,2,37.83,3,68
2352,Others,1100.0,2,48.0,2,168
2353,Others,1230.0,2,53.51,3,168
2354,Vittasandra,1246.0,2,62.3,2,214
2355,Others,1367.0,2,62.0,2,168
2356,Begur Road,1160.0,2,42.0,2,39
2357,Kadugodi,1711.0,3,75.0,3,109
2358,Raja Rajeshwari Nagar,1120.0,2,37.97,2,178
2359,Kaggalipura,950.0,2,47.0,2,111
2360,Kanakpura Road,1225.0,2,60.0,2,119
2361,TC Palaya,1200.0,2,66.0,3,198
2362,Dodda Nekkundi,1155.0,2,46.0,2,62
2363,Thanisandra,1140.0,2,36.0,2,200
2364,Raja Rajeshwari Nagar,1140.0,2,38.65,2,178
2365,Jalahalli East,1300.0,2,63.0,3,104
2366,Uttarahalli,1134.0,2,45.36,2,206
2367,Others,1135.0,2,32.91,2,168
2368,Others,1745.0,3,77.0,3,168
2369,Others,1220.0,2,48.79,2,168
2370,Haralur Road,1464.0,2,56.0,2,82
2371,Attibele,418.0,1,12.0,1,20
2372,Kanakpura Road,1339.0,2,62.0,2,119
2373,Rachenahalli,1530.0,2,74.5,3,177
2374,Others,1100.0,2,46.0,2,168
2375,7th Phase JP Nagar,1350.0,3,58.0,3,6
2376,Marathahalli,1290.0,2,52.0,2,150
2377,Bommasandra Industrial Area,1220.0,2,35.23,3,48
2378,Old Madras Road,935.0,2,45.0,2,167
2379,Others,1286.0,3,67.0,3,168
2380,Others,1141.0,2,40.0,2,168
2381,Others,1140.0,2,45.0,2,168
2382,Ramamurthy Nagar,1000.0,2,41.0,3,181
2383,Others,1065.0,2,58.0,2,168
2384,Bisuvanahalli,1075.0,2,43.0,3,45
2385,Gubbalala,1539.0,2,52.36,3,77
2386,HBR Layout,1004.0,2,49.0,2,79
2387,Kothanur,1070.0,2,45.5,2,137
2388,Hosa Road,1016.0,2,40.0,2,93
2389,Bellandur,1450.0,3,68.0,3,40
2390,Yelachenahalli,1080.0,2,38.0,2,216
2391,Bhoganhalli,1610.0,3,84.53,3,42
2392,Doddakallasandra,2493.0,3,115.0,3,64
2393,Ramagondanahalli,1151.0,2,50.5,2,180
2394,Electronic City,1125.0,2,58.0,2,68
2395,Bommanahalli,1850.0,3,90.0,3,46
2396,Sultan Palaya,1100.0,2,45.0,2,197
2397,Raja Rajeshwari Nagar,1095.0,2,38.33,2,178
2398,Others,1082.0,2,42.0,3,168
2399,Uttarahalli,1350.0,2,47.24,3,206
2400,Others,1290.0,2,40.63,2,168
2401,Kaggadasapura,1010.0,2,55.0,2,110
2402,Shivaji Nagar,2200.0,2,110.0,2,191
2403,9th Phase JP Nagar,1050.0,2,39.0,2,8
2404,5th Phase JP Nagar,2500.0,5,110.0,5,4
2405,NRI Layout,1060.0,2,35.0,2,157
2406,Bommasandra,955.0,2,35.28,2,47
2407,Electronic City,1090.0,2,35.03,2,68
2408,Jigani,1250.0,3,58.0,3,105
2409,Electronics City Phase 1,950.0,2,33.0,2,70
2410,Yelahanka,1250.0,2,40.0,2,217
2411,Gollarapalya Hosahalli,861.0,2,34.5,2,74
2412, Devarachikkanahalli,1170.0,2,40.0,2,0
2413,Dommasandra,1153.0,2,43.5,2,66
2414,Vijayanagar,1200.0,2,62.0,2,211
2415,Others,1450.0,3,42.0,3,168
2416,Budigere,1139.0,2,60.0,2,50
2417,Whitefield,650.0,1,25.0,1,215
2418,Others,1120.0,2,40.0,2,168
2419,Akshaya Nagar,1700.0,3,80.0,3,11
2420,Varthur,1090.0,2,48.0,2,207
2421,Akshaya Nagar,1897.0,4,93.0,3,11
2422,Thanisandra,1437.0,2,71.13,2,200
2423,Others,1500.0,2,65.0,3,168
2424,Mico Layout,1125.0,2,40.0,2,152
2425,Uttarahalli,1320.0,2,55.44,3,206
2426,7th Phase JP Nagar,1050.0,2,50.0,2,6
2427,Rayasandra,1199.0,2,48.5,3,182
2428,Others,1100.0,2,47.0,2,168
2429,Electronics City Phase 1,940.0,2,49.0,2,70
2430,Sarjapur  Road,3200.0,5,140.0,5,186
2431,Others,1388.0,3,69.99,3,168
2432,Others,1176.0,2,44.0,2,168
2433,Uttarahalli,1390.0,2,61.16,3,206
2434,Sahakara Nagar,1160.0,2,55.0,2,183
2435,Seegehalli,2800.0,4,140.0,4,189
2436,Jigani,1252.0,3,63.0,3,105
2437,Bannerghatta Road,1350.0,2,51.0,3,35
2438,Hosa Road,972.0,2,40.0,2,93
2439,Others,1103.0,2,55.0,2,168
2440,Rayasandra,1577.0,3,67.0,3,182
2441,Yelahanka,1465.0,3,80.01,3,217
2442,Others,1600.0,3,64.0,3,168
2443,Uttarahalli,1090.0,2,45.0,2,206
2444,Yelahanka,1721.0,3,80.86,3,217
2445,Others,1100.0,2,55.0,2,168
2446,Varthur,1450.0,3,71.0,3,207
2447,Kanakpura Road,1800.0,3,90.0,3,119
2448,Hormavu,1123.0,2,56.0,2,92
2449,Akshaya Nagar,1884.0,3,98.0,3,11
2450,Hebbal,1328.0,2,60.0,3,84
2451,Others,1250.0,2,59.0,2,168
2452,Others,1115.0,2,46.0,2,168
2453,Gollarapalya Hosahalli,1318.0,3,54.0,3,74
2454,JP Nagar,3300.0,4,160.0,3,101
2455,Kalyan nagar,1280.0,2,48.0,2,114
2456,Whitefield,1230.0,2,59.0,2,215
2457,Raja Rajeshwari Nagar,1420.0,2,60.0,3,178
2458,Vidyaranyapura,1100.0,2,54.0,2,210
2459,Shampura,700.0,1,35.0,2,190
2460,Uttarahalli,1050.0,2,42.0,2,206
2461,Yeshwanthpur,1200.0,2,63.0,2,220
2462,Kengeri,900.0,2,30.0,2,127
2463,Thanisandra,1146.0,2,38.0,2,200
2464,Others,615.0,1,24.0,1,168
2465,Mysore Road,1070.0,2,49.65,2,155
2466,Poorna Pragna Layout,1355.0,2,58.25,3,174
2467,Kundalahalli,1800.0,3,80.0,3,141
2468,Begur Road,1400.0,2,50.06,3,39
2469,Uttarahalli,1123.0,2,48.0,2,206
2470,Kengeri,787.0,2,31.0,2,127
2471,Kambipura,1082.0,2,45.0,3,115
2472,Seegehalli,1096.0,2,41.0,2,189
2473,Others,1130.0,2,52.0,2,168
2474,Hennur Road,1976.0,3,65.21,3,88
2475,Kothanur,1820.0,3,77.0,3,137
2476,Uttarahalli,1329.0,2,56.0,3,206
2477,Whitefield,1205.0,2,40.0,2,215
2478,Kanakpura Road,1339.0,2,71.5,2,119
2479,Uttarahalli,938.0,2,35.0,2,206
2480,Yelahanka,1060.0,2,40.0,2,217
2481,Whitefield,1125.0,2,40.0,2,215
2482,Anandapura,1749.0,4,90.0,4,14
2483,Rachenahalli,1010.0,1,32.64,1,177
2484,Kengeri,502.0,1,25.0,1,127
2485,Begur,1475.0,2,74.0,3,38
2486,Others,966.0,2,49.0,2,168
2487,Vittasandra,1246.0,2,63.0,2,214
2488,Begur Road,1410.0,2,53.58,3,39
2489,Kanakpura Road,1339.0,2,58.0,2,119
2490,Channasandra,1104.0,2,35.5,2,53
2491,Sultan Palaya,900.0,2,45.0,2,197
2492,Others,1550.0,2,79.0,3,168
2493,Kanakpura Road,670.0,1,35.0,1,119
2494,Others,1540.0,2,70.0,3,168
2495,Hennur,1255.0,2,54.5,2,87
2496,Bannerghatta Road,1460.0,2,75.0,3,35
2497,Others,1230.0,2,58.0,2,168
2498,Kanakpura Road,1340.0,2,60.0,2,119
2499,Yelenahalli,1600.0,3,61.37,3,219
2500,Electronic City,919.0,2,40.0,2,68
2501,Others,1070.0,2,38.9,2,168
2502,Hosur Road,1733.0,2,85.0,3,96
2503,Others,1041.0,2,36.44,2,168
2504,Shampura,1400.0,3,70.0,3,190
2505,Electronic City,1500.0,2,78.25,3,68
2506,Electronic City Phase II,1031.0,2,55.0,2,69
2507,Anjanapura,950.0,2,40.0,2,17
2508,Hosa Road,1161.0,2,55.15,2,93
2509,Raja Rajeshwari Nagar,1303.0,2,44.17,2,178
2510,Kengeri Satellite Town,1200.0,2,65.0,2,128
2511,Bannerghatta Road,1015.0,2,48.0,2,35
2512,Others,1150.0,2,60.0,3,168
2513,Singasandra,1010.0,2,40.0,2,192
2514,Others,1508.0,3,75.0,3,168
2515,7th Phase JP Nagar,1460.0,3,70.0,3,6
2516,Others,1110.0,2,58.0,2,168
2517,Kadugodi,1030.0,2,35.02,2,109
2518,9th Phase JP Nagar,660.0,2,27.0,2,8
2519,Panathur,1205.0,2,62.9,2,171
2520,Others,1950.0,3,90.0,3,168
2521,Ardendale,2800.0,4,140.0,4,18
2522,Others,999.0,2,43.66,2,168
2523,Attibele,1200.0,2,42.0,2,20
2524,Bhoganhalli,1974.0,4,106.0,4,42
2525,Others,1180.0,2,40.0,2,168
2526,Amruthahalli,1350.0,2,63.0,3,13
2527,Kodichikkanahalli,1560.0,2,65.0,3,130
2528,Hosakerehalli,1085.0,2,41.23,2,94
2529,Marathahalli,1600.0,3,56.0,3,150
2530,Others,1127.0,2,55.0,2,168
2531,Kengeri Satellite Town,795.0,2,32.0,2,128
2532,Nagarbhavi,1850.0,3,88.0,3,158
2533,Bommasandra Industrial Area,1020.0,2,29.45,2,48
2534,Uttarahalli,1345.0,2,47.0,3,206
2535,Kaikondrahalli,849.0,2,25.4,2,112
2536,Others,1250.0,2,65.0,3,168
2537,Kanakpura Road,1260.0,3,63.58,3,119
2538,Horamavu Agara,1265.0,2,65.0,3,90
2539,Abbigere,1260.0,2,45.0,3,10
2540,Others,605.0,1,19.8,1,168
2541,Kudlu Gate,1113.0,2,50.0,2,139
2542,Varthur,1210.0,2,60.0,2,207
2543,Kogilu,700.0,1,30.84,1,133
2544,Kanakpura Road,1155.0,2,55.5,2,119
2545,Kothanur,1145.0,2,56.0,2,137
2546,5th Phase JP Nagar,600.0,1,30.0,1,4
2547,Yelahanka,1226.0,2,52.71,2,217
2548,Bommasandra Industrial Area,1165.0,2,33.64,2,48
2549,Kaval Byrasandra,1060.0,2,42.0,2,125
2550,Others,1518.0,3,76.0,3,168
2551,Others,1495.0,2,75.0,3,168
2552,Kasavanhalli,1545.0,3,69.0,3,122
2553,Kengeri,1470.0,3,50.0,3,127
2554,Hosur Road,1179.0,2,49.0,2,96
2555,Chandapura,1095.0,2,32.0,3,52
2556,Others,1143.0,2,62.0,2,168
2557,Anjanapura,1280.0,2,45.0,3,17
2558,Doddakallasandra,2493.0,3,115.0,3,64
2559,Electronic City,1156.0,2,42.0,2,68
2560,Thanisandra,1230.0,2,44.0,2,200
2561,Others,1070.0,2,33.15,2,168
2562,Devanahalli,4802.5,2,177.115,2,61
2563,Ramagondanahalli,1235.0,2,49.3,2,180
2564,KR Puram,1930.0,2,57.9,3,107
2565,KR Puram,1452.0,3,60.0,3,107
2566,Others,925.0,2,48.0,2,168
2567,Bellandur,1550.0,2,59.0,2,40
2568,Bannerghatta Road,1115.0,2,61.0,2,35
2569,Yelahanka,1692.0,3,83.0,3,217
2570,Others,1100.0,2,52.0,2,168
2571,Hormavu,1385.0,2,69.0,3,92
2572,Hosa Road,760.0,1,24.9,1,93
2573,Electronics City Phase 1,1335.0,2,67.0,2,70
2574,Bommanahalli,910.0,2,45.0,2,46
2575,Kanakpura Road,1610.0,2,55.0,3,119
2576,Uttarahalli,1285.0,2,44.98,3,206
2577,Yeshwanthpur,1679.0,3,92.13,3,220
2578,Others,1016.0,2,45.9,2,168
2579,Bellandur,924.0,2,35.11,2,40
2580,Others,1800.0,3,88.0,3,168
2581,Hennur Road,1040.0,2,50.0,2,88
2582,Others,1062.0,2,47.0,2,168
2583,5th Phase JP Nagar,1390.0,2,65.0,2,4
2584,Yelahanka,1033.0,2,52.58,2,217
2585,Yelahanka,1390.0,2,65.31,2,217
2586,Jalahalli,1020.0,2,52.0,2,103
2587,Whitefield,971.0,1,34.735,1,215
2588,Whitefield,1140.0,2,45.0,2,215
2589,Yeshwanthpur,670.0,1,36.85,1,220
2590,Bhoganhalli,2171.0,4,111.0,4,42
2591,Bannerghatta Road,1136.0,2,48.0,2,35
2592,Others,1477.0,2,80.0,3,168
2593,KR Puram,1001.0,2,30.0,2,107
2594,Yelahanka,1040.0,2,48.86,2,217
2595,Garudachar Palya,1060.0,2,48.5,2,73
2596,Sarjapur,1240.0,2,44.3,2,185
2597,Varthur,1070.0,2,46.0,2,207
2598,Electronic City Phase II,1253.0,2,65.8,2,69
2599,Whitefield,1190.0,2,60.0,2,215
2600,Whitefield,1312.0,2,55.0,2,215
2601,KR Puram,750.0,2,40.0,2,107
2602,Marathahalli,1095.0,2,60.0,2,150
2603,Rachenahalli,1050.0,2,52.5,2,177
2604,Thanisandra,1220.0,2,44.6,2,200
2605,Others,1793.0,3,98.0,3,168
2606,Uttarahalli,1100.0,1,45.0,2,206
2607,Yelahanka New Town,1385.0,2,65.0,2,218
2608,Begur Road,1200.0,2,45.0,2,39
2609,Bellandur,1400.0,2,44.81,3,40
2610,Others,960.0,2,33.0,2,168
2611,Uttarahalli,1125.0,2,47.0,2,206
2612,Akshaya Nagar,1551.0,2,60.0,3,11
2613,Vittasandra,1246.0,2,67.4,2,214
2614,Marathahalli,1060.0,2,48.0,2,150
2615,Bharathi Nagar,1384.0,2,59.0,2,41
2616,Others,620.0,2,23.0,2,168
2617,Bommasandra,1005.0,2,39.77,2,47
2618,HSR Layout,2400.0,3,88.0,3,81
2619,Whitefield,1096.0,2,39.0,2,215
2620,Kaggadasapura,1180.0,1,50.0,2,110
2621,Uttarahalli,1300.0,2,47.0,3,206
2622,Others,1165.0,2,47.0,2,168
2623,Raja Rajeshwari Nagar,1580.0,3,53.56,3,178
2624,Others,1100.0,2,43.5,2,168
2625,Kothannur,1275.0,2,39.8,3,136
2626,Nagarbhavi,1212.0,2,50.0,2,158
2627,Sarjapur  Road,1230.0,2,65.0,2,186
2628,Vittasandra,1246.0,2,65.4,2,214
2629,Gunjur,1080.0,2,41.0,2,78
2630,Yelenahalli,1260.0,2,47.88,2,219
2631,Kasavanhalli,950.0,2,39.0,2,122
2632,Nagarbhavi,1020.0,2,55.0,2,158
2633,Electronic City Phase II,1400.0,2,40.44,3,69
2634,KR Puram,2117.5,2,62.81,3,107
2635,Raja Rajeshwari Nagar,1185.0,2,40.17,2,178
2636,Others,2250.0,3,113.0,3,168
2637,Sarjapur  Road,1178.0,2,40.43,2,186
2638,Whitefield,825.0,1,44.9,1,215
2639,Others,1250.0,3,43.0,3,168
2640,Electronics City Phase 1,1113.12,2,55.0,2,70
2641,Gottigere,1010.0,2,35.0,2,75
2642,Kanakpura Road,900.0,2,41.0,2,119
2643,Rayasandra,540.0,1,16.5,1,182
2644,Electronic City,1020.0,2,29.46,2,68
2645,Kanakpura Road,700.0,2,34.99,2,119
2646,Somasundara Palya,1600.0,3,68.0,3,193
2647,Nagarbhavi,1850.0,3,90.0,3,158
2648,Raja Rajeshwari Nagar,1140.0,2,49.27,2,178
2649,9th Phase JP Nagar,600.0,1,20.0,1,8
2650,Akshaya Nagar,1314.0,2,68.8,2,11
2651,Others,1700.0,2,68.5,3,168
2652,Others,2000.0,4,99.0,5,168
2653,Others,1643.0,3,75.0,3,168
2654,Whitefield,1116.0,2,51.91,2,215
2655,Abbigere,1020.0,2,41.82,2,10
2656,Others,1740.0,3,55.0,3,168
2657,GM Palaya,1225.0,2,47.0,2,72
2658,Thanisandra,1241.0,2,61.0,3,200
2659,Hennur,1041.0,2,40.6,2,87
2660,Bommanahalli,1050.0,2,46.0,2,46
2661,Kanakpura Road,1309.0,2,64.39,2,119
2662,Dodda Nekkundi,1128.0,2,45.0,2,62
2663,Raja Rajeshwari Nagar,1430.0,2,50.0,3,178
2664,Old Madras Road,1065.0,2,47.86,2,167
2665,Vishveshwarya Layout,750.0,1,30.0,1,212
2666,Bellandur,981.0,2,37.28,2,40
2667,Kalyan nagar,1410.0,2,60.0,3,114
2668,Begur Road,1200.0,2,42.6,2,39
2669,Others,1852.0,2,95.0,3,168
